epoch,acc,loss,val_acc,val_loss
0,0.6821353783036809,1.8053427646813989,0.6853932570875361,1.3382523709468628
1,0.7016748062647562,1.658956930093306,0.6825842683234912,1.291876391078649
2,0.7285415219079342,1.5844772818699135,0.6797752808988764,1.2954053101914653
3,0.7414515035932745,1.5181870592780156,0.7134831507554215,1.2766376338647993
4,0.7672714591858192,1.442247066394649,0.7528089854154694,1.1360971432053641
5,0.784019540384443,1.3457016622945301,0.7359550601980659,1.1670110292649
6,0.7986741119635663,1.3077826502434624,0.7471910098965249,1.0884240972861816
7,0.8185624601286937,1.2131413268776765,0.7808988784136397,1.0849137393276342
8,0.8234473137030298,1.204703652268095,0.7668539379419905,1.10996669329954
9,0.8286810877205855,1.172500316030232,0.7556179755189446,1.107998008138678
10,0.850662942957562,1.0977279434483616,0.778089884961589,1.0408912595738187
11,0.8531053759630793,1.0791070568586512,0.7556179828858107,1.0876443694146831
12,0.8646196795774355,1.0163558442444545,0.7696629226877448,1.0141089424658358
13,0.8747383100705303,0.9681832329925756,0.8342696682790692,0.9038744796527906
14,0.8698534513800941,0.992955649889023,0.7893258514029257,1.0640599051218353
15,0.8866015314972658,0.948597637365851,0.8370786550339688,0.9192261126603973
16,0.8872993700752205,0.9095268883408988,0.8483146094204335,0.905862685669674
17,0.8900907142380278,0.9165274906391375,0.8286516894115491,0.9698330699727776
18,0.8928820629762089,0.9086927293649688,0.8258426986383588,0.9350418187259288
19,0.9023028546833776,0.8474264978447413,0.8567415763822834,0.8922329357500827
20,0.9054431214419096,0.827208609907093,0.823033704516593,1.0211475029420316
21,0.9089323031012195,0.8109820277975393,0.8426966265346227,0.8909313303700993
22,0.9124214874641594,0.7951935106278797,0.8398876417888684,0.9223456864946344
23,0.9204466061332554,0.7655012852980886,0.8117977635244306,1.0261887780736
24,0.9089323037251341,0.7834849110950728,0.8511235968450482,0.9274212523792567
25,0.929518485851248,0.7445779749337228,0.8567415696851323,0.8597269346205036
26,0.9235868772175956,0.7525897155836255,0.8483146074112882,0.866684018226152
27,0.9214933638962015,0.7415346706653922,0.8174157330159391,0.9124996206733618
28,0.9406838733169971,0.6777213921683365,0.8511235981844785,0.8777998233779093
29,0.9354500992682457,0.6846806331897065,0.8960674150606219,0.759818849268924
30,0.9389392803452352,0.6491781022277481,0.8735954995905415,0.9215137918343704
31,0.9424284630444029,0.6496491801963348,0.8455056193169583,0.9472329191277536
32,0.9392881981160203,0.64439428281052,0.8567415730337079,0.8161519343933362
33,0.9364968521230636,0.6586315601086666,0.8764044963911678,0.7394136096654313
34,0.9399860364860034,0.6454499989477638,0.8707865188630779,0.8563644705193766
35,0.9515003425544238,0.6008964628501114,0.8735955002602567,0.7869602394907662
36,0.946964403298545,0.603341624691864,0.8679775274201725,0.7882284274261989
37,0.9459176490295208,0.598891823755971,0.8904494321748112,0.7083486897891826
38,0.9515003440102247,0.5700841547722427,0.8623595539103733,0.7433234680904431
39,0.9459176490295208,0.5901789345985846,0.8567415730337079,0.8125369347883075
40,0.9577808729519148,0.55886155853551,0.873595502269402,0.7509604658973351
41,0.9542916902527473,0.5427836511447891,0.8820224645432462,0.7563781701446919
42,0.9595254635112067,0.5382748477873233,0.8904494294959507,0.6793992797310433
43,0.9546406066509202,0.540126002217537,0.8258426979686437,1.0572681386819047
44,0.955687361543859,0.5378298741990839,0.9016853885704212,0.6779491991809244
45,0.9598743831537357,0.5211648280522413,0.8707865094870664,0.8055949030297526
46,0.9605722196103806,0.5196624541731872,0.884831464692448,0.7375134443968869
47,0.9644103207458422,0.5052064643693154,0.859550562467468,0.8102027177810669
48,0.9637124838732541,0.4867738999441963,0.9129213442963161,0.6984231753295727
49,0.9633635675166756,0.47843563847831305,0.8876404460896267,0.7300799793741676
50,0.9651081584919107,0.47487105240958266,0.8764044937123073,0.6955524261078138
51,0.9602233003422005,0.49176792905452116,0.8679775287596028,0.7738126268547573
52,0.9644103207458422,0.46575250495836107,0.8848314573255818,0.7082305918918567
53,0.9665038324034638,0.4579510192561632,0.9185393131181095,0.6074523453632098
54,0.9668527498414944,0.4575793714849415,0.8820224712403972,0.7822293645880195
55,0.9672016690680802,0.4424974522387657,0.8932584256268619,0.7553574493092098
56,0.9588276270545619,0.45556782994000794,0.8651685279406859,0.6975269002860851
57,0.9696440973318463,0.4257679846181956,0.8848314492890005,0.7301722507128555
58,0.9706908513513047,0.40903583449745046,0.8820224692312519,0.6432058901599284
59,0.9724354456124902,0.40371358053549466,0.8623595532406582,0.8229549815145771
60,0.9731332829010212,0.40086290506491357,0.8960674150606219,0.5380212443598201
61,0.96859734198137,0.412391450674652,0.9044943773344661,0.599440656686097
62,0.9658059966123279,0.42676343234868125,0.8764044957214527,0.6650711709863684
63,0.9703419346203774,0.40635845749343263,0.8623595539103733,0.6718236700202642
64,0.9734822001310802,0.381917324710042,0.890449436862817,0.7210399006189925
65,0.9776692209090707,0.3645802462799767,0.8988763977972309,0.6510123285684692
66,0.9689462612911446,0.38335999411797905,0.8623595438646466,0.658443384960796
67,0.9759246283116577,0.36466342298117704,0.8960674090331859,0.560135012262323
68,0.9773203016408906,0.3537288479928112,0.9044943759950359,0.6356181622890944
69,0.9773203029303141,0.3618325396841918,0.9016853879007061,0.628239463889197
70,0.9748778730027757,0.3597288111748599,0.9129213389385952,0.6036586342902666
