epoch,acc,loss,precision,recall,val_acc,val_loss,val_precision,val_recall
0,0.54139704,2.298098827307577,0.68288034,0.35195035,0.658058762550354,1.1488062143325806,0.6983108520507812,0.5616319179534912
1,0.65476453,1.7387936189222006,0.7428156,0.54388297,0.7230632305145264,0.6692567467689514,0.7867347598075867,0.6478587985038757
2,0.7172506,1.4025411727677974,0.7761952,0.6427305,0.7399821877479553,0.7587867379188538,0.7846158742904663,0.6929976940155029
3,0.7505021,1.231235862124102,0.7978348,0.68506205,0.7916295528411865,0.18708361685276031,0.82489413022995,0.7552083134651184
4,0.78375363,1.036945822781097,0.8190933,0.73138297,0.7845057845115662,0.16222213208675385,0.8235259652137756,0.7560763955116272
5,0.8002678,0.9778144810979745,0.83765733,0.75886524,0.764915406703949,0.10315445810556412,0.7984601855278015,0.7404513955116272
6,0.815443,0.8644248801292891,0.8415095,0.77393615,0.8165627717971802,0.040007006376981735,0.8457216024398804,0.8012152910232544
7,0.83775944,0.7928277650759492,0.8594928,0.80363476,0.7978628873825073,0.2782576382160187,0.8333045244216919,0.7676504254341125
8,0.84958714,0.7056945349802478,0.865803,0.8173759,0.7889581322669983,0.2364424616098404,0.8175899386405945,0.7717013955116272
9,0.85583574,0.7113164377595612,0.8758382,0.82513297,0.8103294968605042,0.061774637550115585,0.8359947204589844,0.8029513955116272
10,0.8703414,0.6139111235734476,0.89152324,0.8530585,0.8174532651901245,0.946526288986206,0.8340499401092529,0.8006365299224854
11,0.88908726,0.5391024709732185,0.908224,0.87167555,0.812110424041748,0.19654791057109833,0.8346879482269287,0.8029513955116272
12,0.8761437,0.5541070039132375,0.89067745,0.85062057,0.8325912952423096,0.02724441885948181,0.85231614112854,0.8194444179534912
13,0.9018076,0.47515558829346927,0.9072039,0.88187057,0.8103294968605042,0.029334602877497673,0.8319227695465088,0.8029513955116272
14,0.90470874,0.47131033274670364,0.91387236,0.885195,0.8299198746681213,0.5812467336654663,0.8399824500083923,0.8179976940155029
15,0.895559,0.49149410194170523,0.90473115,0.8763298,0.8174532651901245,0.016666842624545097,0.837205171585083,0.8133680820465088
16,0.90671724,0.43845783208954736,0.9094341,0.88785464,0.861086368560791,0.5713843703269958,0.866322934627533,0.8475115299224854
17,0.91430485,0.4353969927691796,0.9266432,0.90226066,0.8441674113273621,0.031993318349123,0.8597230315208435,0.8402777910232544
18,0.90805626,0.4245845244096289,0.9124627,0.8885195,0.8432769179344177,0.3470023572444916,0.8526866436004639,0.8240740299224854
19,0.92055345,0.37655011672735267,0.9236864,0.9064716,0.8245770335197449,0.04091603681445122,0.8380690217018127,0.8177083134651184
20,0.92256194,0.34239431593838987,0.9240306,0.9055851,0.8530721068382263,0.011188036762177944,0.8648114204406738,0.8446180820465088
