epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
25,0.5989323,1.7349478709876323,0.7593265,0.3960737,0.6566223,1.6757469574610393,0.76804125,0.5220743
26,0.60737044,1.7071599313267254,0.7604771,0.40623385,0.6559215,1.6681889957851834,0.7686722,0.5192712
27,0.6066816,1.6976785159509278,0.7654598,0.41140002,0.65732306,1.6513458993699817,0.7713098,0.51997197
28,0.61684173,1.6836771398233592,0.7647242,0.4225934,0.66503155,1.6566024833255344,0.766129,0.53258586
29,0.62063026,1.6824880167315868,0.7700123,0.4306871,0.6587246,1.6592788219451904,0.7648262,0.5241766
30,0.6282073,1.6560891480131363,0.7762195,0.43843636,0.66783464,1.6367507484224109,0.77022976,0.54029435
31,0.6307904,1.6438867613065051,0.7779475,0.4386086,0.67274004,1.6377859009636773,0.78386456,0.55150664
32,0.6333735,1.6409880574853568,0.783278,0.44687447,0.6692362,1.6331669595506457,0.7703928,0.5360897
33,0.6294128,1.6513938507812864,0.7701637,0.43740314,0.6692362,1.6294291761186388,0.77029705,0.5451997
34,0.6397451,1.6214842025273348,0.7833185,0.45445153,0.6769446,1.6186709615919326,0.777451,0.55571127
35,0.64783883,1.6206451491642804,0.7793164,0.45548475,0.6608269,1.6251069731182521,0.7715392,0.55851436
36,0.6474944,1.6129426415249466,0.78740156,0.46495607,0.6846531,1.6015631675720214,0.7903846,0.57603365
37,0.6504219,1.6028652710944995,0.7862288,0.46995005,0.69376314,1.583072625266181,0.79790276,0.5865452
38,0.65197176,1.6012726756531583,0.7855717,0.4744274,0.68325156,1.6041348801718818,0.78339696,0.5753329
39,0.65489924,1.6027225305850563,0.7894585,0.47201654,0.6902593,1.5842150767644247,0.78886753,0.57603365
40,0.664715,1.5755855466856774,0.8004607,0.47873256,0.68114924,1.5851567877663506,0.7813998,0.57112825
41,0.6595488,1.5838640712513372,0.78818005,0.4914758,0.68185,1.5925571335686577,0.77862597,0.571829
42,0.66523165,1.5561294046966594,0.80561733,0.49888065,0.6895585,1.5685943524042765,0.79011196,0.5935529
43,0.6690202,1.5646584806660684,0.7972603,0.5011193,0.6993693,1.5727974017461142,0.79925996,0.605466
44,0.6791803,1.548246746981269,0.80698836,0.5011193,0.6825508,1.5737732542885674,0.8013566,0.5795375
45,0.6734975,1.5430692389148104,0.8123443,0.5054245,0.6867554,1.5716446691089205,0.7984718,0.58584446
46,0.6728087,1.5382460896070103,0.79907054,0.503358,0.6979167,1.569502141740587,0.8022284,0.6
47,0.67418635,1.5406869296385455,0.8081171,0.50404686,0.7091801,1.567374210887485,0.79743356,0.60967064
48,0.67487514,1.530276744095126,0.80670667,0.5095574,0.7049755,1.5456096357769435,0.79925305,0.59985983
49,0.67487514,1.5314736918489966,0.80016226,0.5095574,0.7042747,1.5692023992538453,0.8051576,0.5907498
50,0.68537974,1.5124657563011967,0.8145962,0.5228173,0.7098809,1.5640892717573378,0.800368,0.60967064
51,0.6876184,1.5115809683670824,0.8203354,0.5307388,0.7119832,1.5541090885798137,0.8027273,0.6187807
52,0.687274,1.506069206587928,0.81221896,0.5288445,0.71969163,1.553108024597168,0.807971,0.6250876
53,0.6905459,1.5026679109619676,0.8086957,0.5285001,0.697267,1.5495134751001993,0.804287,0.60476524
54,0.6929568,1.51132508586314,0.81627154,0.52178407,0.7091801,1.5507134252124362,0.80449015,0.6026629
55,0.6912347,1.509379507527615,0.81433135,0.5264336,0.706377,1.5457279046376546,0.80983305,0.61177295
56,0.69209576,1.4807320030129303,0.81724954,0.5352161,0.7098809,1.5496556070115832,0.8020073,0.6159776
57,0.7043224,1.4584740497414372,0.8178739,0.5405545,0.712684,1.54811303085751,0.81359047,0.620883
58,0.6933012,1.4922957246677588,0.8118196,0.5393491,0.7098809,1.5509999725553725,0.7922794,0.60406446
