epoch,accuracy,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
52,0.9953504,0.6782469698026666,0.99774265,0.98949546,0.8731605,1.0487481938468086,0.9111283,0.82620883
53,0.9969003,0.680900740186216,0.99843913,0.9913897,0.8731605,1.060719108581543,0.9061785,0.8325158
54,0.9955226,0.6831156905206116,0.9982663,0.9915619,0.8682551,1.0792470124032763,0.9011583,0.81779957
55,0.9960393,0.6795847364192127,0.9982645,0.99052864,0.8696566,1.051076544655694,0.91070056,0.8290119
56,0.9970725,0.6767023721844887,0.9982651,0.9908731,0.87666434,1.0606749282942878,0.90923077,0.82831115
57,0.99638367,0.6774336387845475,0.99878263,0.9889788,0.8724597,1.0391161335839165,0.9151889,0.831815
58,0.99672806,0.6767171300769325,0.9982669,0.99190634,0.87596357,1.0543024804857042,0.91570884,0.8374212
59,0.9972447,0.6737752504042469,0.9991333,0.99259514,0.8850736,1.0366371287239922,0.91525424,0.8325158
60,0.99621147,0.6702778278826764,0.99861157,0.9908731,0.8850736,1.0357130037413702,0.9201842,0.84022427
61,0.9960393,0.6732087318634893,0.9982648,0.9907009,0.8752628,1.0674344036314223,0.9128759,0.8297127
62,0.99621147,0.672845999488778,0.99792063,0.9917341,0.87666434,1.0374036974377103,0.91340995,0.83531886
63,0.99862236,0.6661298171222076,0.9993086,0.9955226,0.87666434,1.045936271879408,0.91221374,0.8374212
64,0.99638367,0.6679971685749498,0.997577,0.99259514,0.88156974,1.0344374537467957,0.914681,0.8339173
65,0.9977613,0.6667173431645126,0.9984421,0.993284,0.8857744,1.0402255442407395,0.9215385,0.8395235
66,0.99827796,0.670241348464661,0.99965405,0.9951782,0.8878767,1.0300140619277953,0.9236641,0.8479327
67,0.9981057,0.663057701228838,0.9993078,0.99448943,0.88156974,1.0529255006048415,0.9182729,0.8346181
68,0.99862236,0.6571032304001774,0.99913526,0.9948338,0.8822705,1.0385520656903584,0.9255814,0.8367204
69,0.99672806,0.6694483764204036,0.9984413,0.99276733,0.8909722,1.0048103782865736,0.92987806,0.8472222
70,0.99845016,0.6625114096120444,0.9994811,0.995006,0.88156974,1.036348323027293,0.9215229,0.83111423
71,0.9977613,0.6558692504560268,0.99878895,0.994145,0.8906798,1.0135592619578044,0.9186312,0.8465312
72,0.9975891,0.6666809172438984,0.99913496,0.99448943,0.88156974,1.0372685856289334,0.91628265,0.83601964
73,0.99827796,0.6607633146850463,0.99913526,0.9948338,0.88927823,1.0222301602363586,0.9221968,0.847232
74,0.9974169,0.657035985542325,0.9989605,0.99293953,0.88156974,1.0325775451130337,0.9244992,0.84092504
75,0.99827796,0.6619520148681614,0.99896246,0.9948338,0.88156974,1.0444297035535177,0.9180201,0.831815
76,0.99879456,0.6571849569901554,0.9991357,0.9953504,0.8913805,1.0110469102859496,0.9265494,0.84863347
77,0.9972447,0.6598355392591051,0.9984445,0.9948338,0.8955851,1.0082621865802341,0.93281853,0.8465312
78,0.9981057,0.6620367720058541,0.99896157,0.9939728,0.8941836,1.0022106899155512,0.9326104,0.8437281
79,0.99862236,0.6545570388254126,0.99913526,0.9948338,0.889979,1.0085658775435553,0.92862684,0.8388227
80,0.99862236,0.6580495022343793,0.99913585,0.9955226,0.8962859,0.996700570318434,0.92923075,0.8465312
81,0.9981057,0.6528381083576984,0.99896353,0.9958671,0.89208126,0.9999908063146803,0.9351562,0.8388227
82,0.9977613,0.6600530338981219,0.9989628,0.9951782,0.89768744,0.9934554934501648,0.9339478,0.8521373
83,0.9981057,0.6513379393150254,0.9989623,0.9946616,0.8822705,1.048776110013326,0.9194167,0.8395235
84,0.99862236,0.6537682869172823,0.9996542,0.9955226,0.88927823,1.0019711679882473,0.92412746,0.8535389
85,0.99845016,0.65596885458007,0.998619,0.99621147,0.90259284,0.9936875952614679,0.9425287,0.86194813
86,0.99827796,0.6504298102245984,0.9996541,0.9953504,0.889979,1.0049144612418281,0.9329738,0.84863347
87,0.99896675,0.6497076374334457,0.9993094,0.99672806,0.8941836,1.0142776489257812,0.92862624,0.8479327
88,0.99913895,0.6509940423981055,0.9998272,0.99655586,0.89488435,0.9957898656527201,0.9363009,0.8549404
89,0.99827796,0.6560074693470582,0.9989628,0.9951782,0.8913805,1.0020023200247024,0.9263804,0.8465312
90,0.9981057,0.6470482112188357,0.99930954,0.9969003,0.88857746,1.0338494698206584,0.91990846,0.84512967
91,0.99879456,0.6507598605216709,0.99930954,0.9969003,0.8955851,1.0104989634619819,0.9299461,0.8465312
92,0.99827796,0.6457933621047716,0.99879247,0.9970725,0.9004905,0.9835903127988179,0.9332828,0.8626489
93,0.99862236,0.6487561451171421,0.99913704,0.9969003,0.89488435,1.0003970278633965,0.9348659,0.8549404
94,0.99896675,0.6473376089413523,0.9994817,0.99621147,0.899089,0.9911325799094306,0.935164,0.85914505
95,0.99896675,0.6479398715982589,0.99913734,0.9972447,0.90259284,0.9973082131809659,0.9291101,0.8633497
96,0.99845016,0.6501244367944695,0.99861974,0.99672806,0.9032936,0.9720059606764052,0.9321267,0.86615276
97,0.99931115,0.6404763693466272,0.99948287,0.99845016,0.89768744,0.9875937382380168,0.9365928,0.85914505
98,0.99913895,0.651510651722943,0.9996547,0.9970725,0.89278203,1.0098667250739204,0.9269406,0.8535389
99,0.99879456,0.6414893424324146,0.99913746,0.9974169,0.89768744,0.990771143966251,0.9372129,0.8577435
100,0.99845016,0.6487789145122815,0.9993094,0.99672806,0.9004905,0.9908741182751126,0.92938495,0.8577435
101,0.9994834,0.6420136924062597,0.9996552,0.99845016,0.90259284,0.9648406969176399,0.94135803,0.8549404
102,0.9994834,0.6462509710016443,0.9998276,0.99879456,0.899089,0.9707264224688212,0.94076926,0.85704273
103,0.99862236,0.6389760449644167,0.9994826,0.9979335,0.89978975,0.9771315905782911,0.93844986,0.865452
104,0.9979335,0.6450959380818087,0.99913675,0.99655586,0.8934828,0.9865200453334384,0.9334862,0.8556412
105,0.99862236,0.6430566998178421,0.9998274,0.9975891,0.89488435,0.984776148531172,0.93267024,0.85423964
106,0.99879456,0.6392661066212957,0.9993099,0.9974169,0.899089,0.9865185631646051,0.938026,0.85914505
107,0.99896675,0.6410250298349135,0.9993098,0.9972447,0.89278203,0.9852035125096639,0.934551,0.8605466
108,0.99845016,0.64416861606995,0.9993093,0.99655586,0.8983882,1.0108668777677747,0.9287339,0.8584443
109,0.99931115,0.6403902760158826,0.9993104,0.9981057,0.9004905,0.9734604729546441,0.92949206,0.85914505
110,0.99913895,0.6400228735192294,0.99948305,0.99879456,0.9004905,0.9737852599885729,0.9334353,0.8549404
111,0.99913895,0.6336610450768442,0.9996553,0.99879456,0.8983882,0.9877381735377841,0.93267024,0.85423964
