epoch,acc,loss,precision,recall,val_acc,val_loss,val_precision,val_recall
0,0.3340772,3.7214639843162005,0.48164594,0.15447696,0.4496883451938629,1.7779706716537476,0.6853676438331604,0.20196759700775146
1,0.4164249,2.7522465380087837,0.5983226,0.22495568,0.5120213627815247,1.083156943321228,0.6555195450782776,0.33130785822868347
2,0.48069626,2.5285976832265753,0.6247374,0.28457448,0.5022261738777161,1.5055814981460571,0.5801432728767395,0.3671875
3,0.5132783,2.402152651124063,0.6410524,0.3366578,0.5200356245040894,0.7761432528495789,0.6335356831550598,0.39207175374031067
4,0.5358179,2.2545638650529383,0.65560615,0.37477836,0.5351736545562744,1.589351773262024,0.6211166381835938,0.4131944477558136
5,0.56304395,2.1522479620769444,0.6781279,0.3984929,0.5235974788665771,1.5390089750289917,0.6260120272636414,0.43287035822868347
6,0.573979,2.090909827848918,0.69093263,0.41422874,0.577025830745697,2.006333351135254,0.6591721773147583,0.4401041567325592
7,0.5782192,2.083939885592998,0.68602717,0.43905142,0.6064113974571228,0.6599987149238586,0.7092984318733215,0.45543983578681946
8,0.60723054,1.8954436174595737,0.7165209,0.46764183,0.5458592772483826,2.8794033527374268,0.5947225689888,0.46498844027519226
9,0.5998661,1.8942085503201695,0.70451194,0.4694149,0.5903828740119934,1.329179286956787,0.6730512976646423,0.46759259700775146
10,0.60879266,1.891446077459174,0.72826993,0.48337767,0.5859305262565613,1.1962465047836304,0.6519274711608887,0.49334490299224854
11,0.62887746,1.828404595362531,0.7373273,0.5004433,0.5796972513198853,1.9153836965560913,0.667370080947876,0.49971067905426025
12,0.62843114,1.7971598622895224,0.7246961,0.49578902,0.641139805316925,0.6064535975456238,0.7289330363273621,0.5439814925193787
13,0.64673066,1.7490387468153386,0.7416534,0.51285464,0.6438112258911133,0.561581015586853,0.7310734987258911,0.5471643209457397
14,0.6413747,1.7749991676712165,0.73908204,0.52238476,0.6073018908500671,1.713706374168396,0.663921594619751,0.4939236044883728
15,0.6451685,1.7212796117732152,0.7380656,0.53523934,0.6046304702758789,0.34677204489707947,0.6631588935852051,0.5564236044883728
16,0.6558804,1.6207494484915368,0.75995094,0.5505319,0.609082818031311,0.42866501212120056,0.6611849069595337,0.5711805820465088
17,0.6574425,1.680620894158586,0.754195,0.5554078,0.6473730802536011,0.5979850888252258,0.7164729237556458,0.5645254254341125
18,0.6569962,1.64284129149146,0.7480783,0.5527482,0.5948352813720703,1.5408722162246704,0.6702835559844971,0.5283564925193787
19,0.6630216,1.6353718958324526,0.7417659,0.55939716,0.5921638607978821,1.0069020986557007,0.631400465965271,0.5130208134651184
20,0.6712787,1.6131795764208852,0.7596249,0.5580674,0.6135351657867432,0.8728883862495422,0.6862345337867737,0.5376157164573669
21,0.66123635,1.624564474434013,0.75352854,0.55075353,0.6402493119239807,4.190471649169922,0.691443681716919,0.5439814925193787
22,0.67864317,1.6066370584873768,0.7595449,0.5660461,0.62600177526474,1.266776442527771,0.6806815266609192,0.5509259700775146
23,0.6701629,1.5979260509233872,0.75536406,0.5722518,0.6634016036987305,0.7857439517974854,0.7526623010635376,0.5474537014961243
24,0.68690026,1.515830094572098,0.77386147,0.5879876,0.6598396897315979,0.6683892607688904,0.7307475805282593,0.5888310074806213
25,0.68489176,1.5334708928875667,0.7644029,0.5833333,0.6634016036987305,0.6886711716651917,0.723397433757782,0.5914351940155029
