epoch,acc,loss,val_acc,val_loss
0,0.5483966745843231,1.9057949008397987,0.6833333333333333,0.9196921802702405
1,0.6728028503562945,1.4655157732567141,0.6904761904761905,0.7545552106130691
2,0.7108076009501187,1.2984293220728425,0.6523809523809524,0.9117014896301996
3,0.755938242280285,1.0909985449704875,0.7880952380952381,0.5909640913917905
4,0.7939429928741093,0.9305730324742914,0.819047619047619,0.5987440493584256
5,0.8099762470308789,0.8878370574421102,0.7428571428571429,0.7973576060363224
6,0.8239311163895487,0.8282997707289924,0.7833333333333333,0.6552029834971541
7,0.8432304038004751,0.7468353975696972,0.8380952380952381,0.5097026367982228
8,0.857185273159145,0.6737309331848615,0.8119047619047619,0.5194159649135102
9,0.8589667458432304,0.6877827222443533,0.8547619047619047,0.44405806689035326
10,0.8705463182897862,0.5963294326268013,0.8476190476190476,0.47788653033120293
11,0.8693586698337292,0.6174689016687616,0.8642857142857143,0.4189280356679644
12,0.8803444180522565,0.5497764484899345,0.8404761904761905,0.5147659936121531
13,0.8827197149643705,0.5188343218414914,0.8642857142857143,0.46953655638776365
14,0.8937054631828979,0.4993277138315867,0.8142857142857143,0.6521849961507888
15,0.9011282660332541,0.46422767879843996,0.85,0.44059260005042666
16,0.9109263657957245,0.424661054817911,0.8738095238095238,0.47632715304692586
17,0.917458432304038,0.38922407963886113,0.8476190476190476,0.4388124874659947
18,0.918646080760095,0.4329860998304326,0.7761904761904762,0.9474830054012793
19,0.9165676959619953,0.38044842210489893,0.819047619047619,0.5085448388232007
20,0.919833729216152,0.36486446609689616,0.8595238095238096,0.5732306676961126
21,0.9284441805225653,0.3568891912981903,0.8857142857142857,0.4084396697226025
22,0.9254750593824228,0.35705267000863783,0.8833333333333333,0.44445005403388116
23,0.9331947743467933,0.32302264062214353,0.8666666666666667,0.5080789886060215
24,0.9343824228028503,0.2894706676875611,0.8690476190476191,0.38731064883371197
25,0.9382422802850356,0.3099043417429981,0.8714285714285714,0.46032433694317226
26,0.9370546318289786,0.3177441568456749,0.8690476190476191,0.46558889292535327
27,0.9391330166270784,0.2877519566061378,0.8642857142857143,0.4468096061831429
28,0.9403206650831354,0.29363915295010506,0.8523809523809524,0.5088137987114134
29,0.9421021377672208,0.2734567738910186,0.8642857142857143,0.4547164249777173
30,0.9504156769596199,0.2343385752617888,0.8666666666666667,0.6085816279563698
31,0.9447743467933492,0.27610319877605255,0.8261904761904761,0.6636345363798596
32,0.9578384798099763,0.19677927276902696,0.8952380952380953,0.3921156209879666
33,0.953978622327791,0.23498707758417606,0.9071428571428571,0.36801406203414355
34,0.9524940617577197,0.22072422546898668,0.8404761904761905,0.6030579609530312
35,0.9489311163895487,0.24441600401582741,0.8809523809523809,0.4126887653555189
36,0.9447743467933492,0.2598317344838891,0.8571428571428571,0.5201656080427624
37,0.9507125890736342,0.24494155756509786,0.8904761904761904,0.44987202684084576
38,0.9533847980997625,0.2213620714867607,0.861904761904762,0.5609737982707365
39,0.9483372921615202,0.2473928834048416,0.8357142857142857,0.6453268905480702
40,0.96229216152019,0.18394219670931403,0.8547619047619047,0.5487945791156519
41,0.9542755344418052,0.22539553679791313,0.8833333333333333,0.4784013084712483
42,0.9566508313539193,0.2072717665590682,0.8690476190476191,0.5156053059157871
43,0.9655581947743468,0.16978534057099293,0.8904761904761904,0.46228095540289016
