epoch,acc,loss,precision,recall,val_acc,val_loss,val_precision,val_recall
0,0.47578666,3.3746692558080857,0.645314,0.25753546,0.5138022899627686,3.0574421882629395,0.6141958832740784,0.3550347089767456
1,0.5195269,3.1454022658028205,0.68527365,0.30518618,0.5556545257568359,2.0223186016082764,0.6477605700492859,0.3767361044883728
2,0.5438518,2.961179841817742,0.6930634,0.35549647,0.5903828740119934,1.4157435894012451,0.71421217918396,0.44386574625968933
3,0.5880384,2.8029570673172346,0.72858125,0.4097961,0.6055209040641785,1.945026159286499,0.6968173980712891,0.46151623129844666
4,0.6034367,2.6685090807765968,0.7279666,0.44281915,0.6242208480834961,2.7813479900360107,0.678905725479126,0.484375
5,0.63155544,2.5092552428904242,0.75734216,0.48692375,0.642920732498169,2.5466904640197754,0.7115488648414612,0.5353009700775146
6,0.6413747,2.423161317769557,0.7476346,0.4993351,0.6589492559432983,1.2724297046661377,0.7469111680984497,0.5723379254341125
7,0.663468,2.3150725559421055,0.7661005,0.5325798,0.6794301271438599,2.1416327953338623,0.7323651313781738,0.5882523059844971
8,0.67730415,2.2359918994154415,0.76150167,0.5580674,0.6999109387397766,1.1780078411102295,0.7878645062446594,0.6157407164573669
9,0.6940415,2.1326784002703767,0.78515106,0.5826684,0.6607301831245422,1.8013091087341309,0.7124640941619873,0.5787037014961243
10,0.7051997,2.0513276645206653,0.78145105,0.5975177,0.7248441576957703,0.8676970601081848,0.7802140116691589,0.6527777910232544
11,0.7205981,2.0120511902041054,0.78915405,0.61613476,0.7203918099403381,0.7681999802589417,0.7982338070869446,0.6614583134651184
12,0.72662354,1.9142142852165156,0.80240595,0.6360816,0.7337489128112793,0.9949083924293518,0.7822911739349365,0.6770833134651184
13,0.7310868,1.895306365241485,0.7938701,0.6453901,0.7337489128112793,0.744387149810791,0.7986770868301392,0.6909722089767456
14,0.747601,1.8024736758561783,0.8097879,0.6668883,0.7551202178001404,0.7934146523475647,0.8121957778930664,0.703125
15,0.75898236,1.7463743177489282,0.8253271,0.6821808,0.7462155222892761,1.7557830810546875,0.7821099162101746,0.6811342835426331
16,0.77237225,1.6979225727895146,0.8282901,0.70412236,0.7524487972259521,1.0038307905197144,0.8053248524665833,0.7103587985038757
17,0.785539,1.6344076977247533,0.8388172,0.7222961,0.7533392906188965,1.1683701276779175,0.8177196383476257,0.7146990299224854
18,0.78977907,1.598168682344416,0.8375878,0.7258422,0.7702582478523254,0.880937397480011,0.8227980136871338,0.7277199029922485
19,0.7906717,1.5655196704281358,0.8342365,0.7344858,0.7898486256599426,0.6663186550140381,0.8301002979278564,0.7586805820465088
20,0.80227625,1.5309408354296319,0.84479094,0.74202126,0.7640249133110046,0.5775688290596008,0.8095912337303162,0.7274305820465088
21,0.80562377,1.480896820156895,0.84792984,0.74601066,0.7818343639373779,1.980428695678711,0.816544771194458,0.7424768209457397
22,0.8058469,1.4630567613017265,0.84399694,0.75243795,0.7836152911186218,0.714103639125824,0.8153620958328247,0.7482638955116272
23,0.8178978,1.4292303461816742,0.85745853,0.7652925,0.7898486256599426,0.6040470600128174,0.8308098316192627,0.7664930820465088
24,0.8183441,1.398466375304556,0.8527591,0.7717199,0.7773820161819458,1.750220537185669,0.8181397914886475,0.7442129254341125
25,0.8241464,1.3744628861982144,0.85954744,0.78014183,0.7987533211708069,0.9875320196151733,0.8396575450897217,0.7650462985038757
26,0.82950234,1.3486735347231913,0.86015236,0.7828014,0.7898486256599426,0.5686489343643188,0.8276895880699158,0.7638888955116272
27,0.8332961,1.3307866785202247,0.86108714,0.7856826,0.8014247417449951,0.7893899083137512,0.8430199027061462,0.7751736044883728
28,0.83820575,1.2954008908070669,0.86734664,0.7954344,0.8112199306488037,1.0053369998931885,0.8328511714935303,0.7841435074806213
29,0.8491408,1.280243012288457,0.8743499,0.8069592,0.8067675828933716,0.537373423576355,0.8356651067733765,0.7864583134651184
30,0.84534705,1.2425195968621972,0.87137526,0.8062943,0.8156722784042358,0.5433832406997681,0.8456481695175171,0.7942708134651184
31,0.84490067,1.2592043574434708,0.86659527,0.8031915,0.8085485100746155,0.6211197376251221,0.8376295566558838,0.7942708134651184
32,0.862977,1.1826640548144194,0.88546443,0.82579786,0.8085485100746155,0.7070959806442261,0.8404090404510498,0.7977430820465088
33,0.87413526,1.1232327636505073,0.8885562,0.84264183,0.8174532651901245,1.4075109958648682,0.8349443674087524,0.7902199029922485
34,0.8672171,1.1345287704808296,0.8939227,0.8428635,0.8130009174346924,1.2899037599563599,0.8305047750473022,0.7832754254341125
35,0.87480474,1.1103343551272236,0.896149,0.85062057,0.8192341923713684,0.6210195422172546,0.842512845993042,0.7994791865348816
36,0.8661013,1.1299880461298017,0.885893,0.83577126,0.8210151195526123,0.8170530796051025,0.8492919206619263,0.8003472089767456
37,0.8743584,1.0726773875601934,0.8952443,0.8466312,0.8281388878822327,1.2659872770309448,0.8469328880310059,0.8032407164573669
38,0.88395447,1.0592611632531201,0.90159434,0.85593975,0.8130009174346924,0.7497541904449463,0.83879554271698,0.7942708134651184
39,0.87212676,1.098393027789357,0.8877842,0.84552306,0.8103294968605042,1.5273888111114502,0.8201777338981628,0.7809606790542603
